pair_index,max_processing_time
0,1.54620265960693
1,1.51587104797363
2,1.47549271583557
3,1.47749447822571
4,1.47492408752441
5,1.4631085395813
6,1.47602581977844
7,1.47972655296326
8,1.47979974746704
9,1.500563621521
10,1.46643400192261
11,1.50234460830688
12,1.46136164665222
13,1.46090936660767
14,1.44521760940552
15,1.4961359500885
16,1.49807810783386
17,1.45888042449951
18,1.46301817893982
19,1.48512864112854
20,1.46505975723267
21,1.48366117477417
22,1.45868372917175
23,1.48793292045593
24,1.50356149673462
25,1.43628907203674
26,1.50805616378784
27,1.4823145866394
28,1.5073184967041
29,1.46319365501404
30,1.45177006721497
31,1.50441956520081
32,1.5072283744812
33,1.48410034179688
34,1.52115941047668
35,1.49338603019714
36,1.46261358261108
37,1.49672079086304
38,1.49800300598145
39,1.49988722801209
40,1.49930787086487
41,1.48795986175537
42,1.50466179847717
43,1.51707410812378
44,1.50127077102661
45,1.51437783241272
46,1.50713777542114
47,1.49375796318054
48,1.49376249313355
49,1.4896297454834
50,1.46628737449646
51,1.48575711250305
52,1.49028038978577
53,1.50024056434631
54,1.46254992485046
55,1.48822712898254
56,1.49995946884155
57,1.50808382034302
58,1.47360324859619
59,1.49035835266113
60,1.49307370185852
61,1.50498366355896
62,1.49051070213318
63,1.47005081176758
64,1.4848005771637
65,1.47867870330811
66,1.5119526386261
67,1.45765256881714
68,1.46721363067627
69,1.48129463195801
70,1.48564982414246
71,1.46028614044189
72,1.50493669509888
73,1.53316497802734
74,1.48678874969482
75,1.49704051017761
76,1.49111366271973
77,1.50346446037292
78,1.50544786453247
79,1.47292923927307
80,1.49757480621338
81,1.52468705177307
82,1.46681308746338
83,1.51810479164124
84,1.48732900619507
85,1.49959707260132
86,1.50792336463928
87,1.5065746307373
88,1.51356267929077
89,1.49426937103271
90,1.47104549407959
91,1.49528360366821
92,1.58485913276672
93,1.50497794151306
94,1.51368689537048
95,1.50994944572449
96,1.4927716255188
97,1.51083779335022
98,1.51797962188721
99,1.52391004562378
100,1.50493597984314
101,1.55384254455566
102,1.50750017166138
103,1.53453612327576
104,1.54710412025452
105,1.50207209587097
106,1.53549528121948
107,1.52097654342651
108,1.48871088027954
109,1.54045343399048
110,1.49937438964844
111,1.51295137405396
112,1.52753782272339
113,1.49316573143005
114,1.50372052192688
115,1.52962827682495
116,1.53062391281128
117,1.50044393539429
118,1.50114178657532
119,1.51225137710571
120,1.50957655906677
121,1.50698280334473
122,1.49612498283386
123,1.4900541305542
124,1.56528258323669
125,1.50851702690125
126,1.51412725448608
127,1.50972032546997
128,1.51795959472656
129,1.51063323020935
130,1.49465370178223
131,1.51073622703552
132,1.52610921859741
133,1.5105504989624
134,1.48956227302551
135,1.49694323539734
136,1.48121571540833
137,1.49534273147583
138,1.49173760414124
139,1.48873829841614
140,1.53217649459839
141,1.53227853775024
142,1.50288820266724
143,1.52820372581482
144,1.48108077049255
145,1.51764345169067
146,1.50453186035156
147,1.48671627044678
148,1.51875615119934
149,1.51798462867737
150,1.48785138130188
151,1.49437093734741
152,1.50265765190125
153,1.48784184455872
154,1.52118754386902
155,1.50692892074585
156,1.48512482643127
157,1.48820304870605
158,1.50240707397461
159,1.52401089668274
160,1.50337195396423
161,1.48144721984863
162,1.48823499679565
163,1.50887823104858
164,1.50242853164673
165,1.47910022735596
166,1.46997570991516
167,1.50215864181519
168,1.50609302520752
169,1.4806535243988
170,1.51295733451843
171,1.48778390884399
172,1.49270296096802
173,1.51162934303284
174,1.48282361030579
175,1.49721837043762
176,1.51809358596802
177,1.49295687675476
178,1.50813913345337
179,1.51760578155518
180,1.48592853546143
181,1.49529886245728
182,1.47361326217651
183,1.48755621910095
184,1.47824263572693
185,1.49739122390747
186,1.52301788330078
187,1.48289489746094
188,1.50246262550354
189,1.48465776443481
190,1.46767783164978
191,1.49114441871643
192,1.49463701248169
193,1.51735353469849
194,1.49021506309509
195,1.46673154830933
196,1.45949101448059
197,1.50181293487549
198,1.48551678657532
199,1.48799729347229
200,1.48174381256104
201,1.50089931488037
202,1.45617246627808
203,1.50917506217957
204,1.50753116607666
205,1.5217969417572
206,1.47804021835327
207,1.48685193061829
208,1.4843225479126
209,1.48384404182434
210,1.52621507644653
211,1.46348929405212
212,1.48192024230957
213,1.50821852684021
214,1.46234703063965
215,1.46295642852783
216,1.46913981437683
217,1.49005842208862
218,1.47359895706177
219,1.46742463111877
220,1.46788501739502
221,1.50119280815125
222,1.47651410102844
223,1.51110076904297
224,1.58218860626221
225,1.48582482337952
226,1.47169065475464
227,1.46753978729248
228,1.44851112365723
229,1.46309447288513
230,1.45413422584534
231,1.47963762283325
232,1.46981620788574
233,1.46726417541504
234,1.4770667552948
235,1.5075569152832
236,1.52186560630798
237,1.4974102973938
238,1.4980833530426
239,1.49586868286133
240,1.50714039802551
241,1.51137065887451
242,1.51158785820007
243,1.51886701583862
244,1.56151366233826
245,1.54225182533264
246,1.51571393013
247,1.50882720947266
248,1.51533007621765
249,1.51171898841858
250,1.51527810096741
251,1.49383139610291
252,1.5285427570343
253,1.49931311607361
254,1.51900434494019
255,1.48448801040649
256,1.5351665019989
257,1.48750066757202
258,1.4861466884613
259,1.53143286705017
260,1.54685473442078
261,1.50097012519836
262,1.48698425292969
263,1.50426030158997
264,1.49552726745605
265,1.5488440990448
266,1.56213235855103
267,1.49708461761475
268,1.50328922271729
269,1.52432155609131
270,1.51463627815247
271,1.54342412948608
272,1.52918672561646
273,1.53278470039368
274,1.52728128433228
275,1.55742168426514
276,1.51333117485046
277,1.54083847999573
278,1.48769307136536
279,1.51173043251038
280,1.50481176376343
281,1.47348809242249
282,1.53213357925415
283,1.5588390827179
284,1.56592059135437
285,1.58213710784912
286,1.57388639450073
287,1.55587983131409
288,1.29558444023132
,433.257204294205
